rara_id	birth_date	death_date
a12293702	1926	NA
a11575712	NA	2013
a12635789	2000	NA
a1157351x	1956	NA
a12443347	1950	NA
a1263685x	1850	1950
a11572206	1745	NA
a11293111	NA	405
a12643178	1930	2010
a12448849	1975	NA
a12634451	1950	NA
a1266473x	1950	NA
a12659381	1982	NA
a12660127	1964	NA
a12662781	1954	NA
a12663633	1650	NA
a12660371	2000	NA
a12654930	1950	NA
a12660589	NA	2025
a12661442	1968	NA
a12740251	NA	2023
a12620087	1700	1750
a12049037	1975	NA
a12741115	2000	NA
a12043990	NA	2021
a12731778	1950	NA
a12042420	NA	2022
a12040009	1950	NA
a12741103	1950	NA
a12778485	1900	NA
a12784060	1981	NA
a1277604x	1972	NA
a1204264x	1950	NA
a12613599	1979	NA
a12612030	2000	NA
a12614695	1950	NA
a12784047	1985	NA
a1204376x	1953	NA
a12778023	2000	NA
a12612029	1950	NA
a12736806	NA	2025
a12077896	1950	NA
a12077884	1950	NA
a12084153	1900	NA
a12077860	1950	NA
a12083057	NA	2021
a12074585	NA	2019
a12074330	1941	NA
a12248976	1900	NA
a11787624	NA	2022
a1197297x	1960	NA
a12579336	1961	NA
a12607836	1977	NA
a1213577x	1950	NA
a12827162	1961	NA
a12578010	1950	NA
a12207949	1948	NA
a12258763	1950	NA
a12819797	1968	NA
a12824252	1900	NA
a11796352	NA	450
a12607873	1950	NA
a12602115	2000	NA
a12250831	1900	NA
a12250806	1950	NA
a12212295	1950	NA
a12822954	2000	NA
a12820775	1990	NA
a11438575	1700	NA
a12587187	2000	NA
a12588271	1570	NA
a11437248	NA	2005
a12256134	1950	NA
a12204663	1953	NA
a1143613x	350	351
a12579579	1460	1512
a11431945	NA	2009
a12588295	1950	NA
a12580594	NA	1964
a11967353	NA	2023
a12580107	1500	1550
a12142906	1979	NA
a12258544	1950	NA
a12258738	NA	1833
a12144083	1980	NA
a12209090	NA	2024
a12817545	1600	NA
a11787399	1940	NA
a11439245	1726	NA
a12587175	1900	NA
a12202460	1983	NA
a12582700	1964	NA
a12256560	1950	NA
a12580740	1981	NA
a12253273	1928	2016
a12586547	NA	2024
a12827137	NA	2025
a11426391	1935	2022
a12818410	1950	NA
a1142879x	1469	NA
a12583261	NA	1638
a12209089	1961	NA
a12817569	1967	NA
a11437042	1500	NA
a11968230	1974	NA
a12577819	2000	NA
a12304384	1935	2018
a12297999	NA	2026
a12500471	2000	NA
a12603788	2000	NA
a12605980	1950	NA
a1148858x	400	NA
a12745649	1950	NA
a12490623	1900	NA
a12295164	NA	2023
a1274458x	NA	1891
a12489876	2000	NA
a12602486	1950	NA
a12605505	1955	NA
a12603326	1950	NA
a12305017	1984	NA
a12747464	1950	NA
a12602498	1950	NA
a12499201	1900	NA
a12607939	2000	NA
a12498361	2000	NA
a12490878	1900	NA
a1229973x	NA	2023
a12499213	1961	NA
a12499456	1969	NA
a11488578	NA	2022
a12605529	1950	NA
a12299984	1950	NA
a12500653	2000	NA
a12496194	1942	NA
a12492826	1900	NA
a12751650	NA	2025
a1148987x	1535	NA
a12490891	1900	NA
a12607976	1950	NA
a12751443	1968	NA
a12298360	2000	NA
a12494100	NA	1997
a11484196	1944	2013
a1125712x	NA	1942
a1252850x	1968	NA
a12495001	1961	NA
a12105545	1955	NA
a12528523	NA	2022
a12493028	1920	NA
a12497654	NA	2023
a12123225	1983	NA
a1249320x	1950	NA
a12105582	1950	NA
a1186459x	1750	NA
a12107748	1950	NA
a12105569	1952	NA
a12121939	1980	NA
a12498038	2000	NA
a12124163	300	400
a12124151	1950	NA
a1140307x	1970	NA
a12492152	NA	1951
a11187864	1915	1983
a12105570	1935	NA
a12528973	1978	NA
a12129859	1900	NA
a12499146	1950	NA
a12489797	1950	NA
a12125076	-100	NA
a12105752	NA	2023
a11260701	1489	NA
a11188960	1566	NA
a11895366	1618	NA
a1249916x	1950	NA
a12524360	1950	NA
a12494926	1900	2000
a12104413	2000	NA
a11254282	NA	2016
a12121599	1728	NA
a11188972	NA	2013
a11401710	NA	2023
a11261808	NA	2026
a11487628	NA	2022
a12023516	1950	NA
a11998519	2000	NA
a11482576	NA	2022
a11175011	NA	2021
a11998520	NA	2025
a12024259	1700	1774
a11225737	1533	NA
a11496927	NA	1950
a11483635	-544	-496
a12781125	2000	NA
a11221562	1440	1518
a11992372	1381	1428
a11996730	1950	NA
a11997801	1991	NA
a12018843	1950	NA
a12014485	1952	NA
a11904598	NA	2023
a11483842	NA	2021
a11996705	1964	NA
a12159748	NA	2023
a12159505	1964	NA
a11489777	1876	1959
a12005150	NA	2019
a12159761	1950	NA
a11489789	1876	1959
a11219002	1400	NA
a11209458	NA	215
a12003153	1980	NA
a11498262	NA	2023
a11221343	1908	NA
a11172228	NA	2021
a11913496	NA	1943
a12276790	NA	1949
a11308096	1575	NA
a12327098	1973	NA
a12235611	NA	1998
a12753956	1981	NA
a1243131x	1961	NA
a12400610	1900	NA
a11375188	NA	2020
a12702584	1950	NA
a12276571	NA	2021
a12760493	1950	NA
a1242657x	1900	NA
a12760006	1968	NA
a12399802	1979	NA
a12319028	1925	NA
a1137519x	1949	2020
a11358865	1489	NA
a1242741x	1900	NA
a12426350	2000	NA
a12319259	NA	2021
a12273922	1950	NA
a12403052	1950	NA
a12281542	2000	NA
a12427445	1900	NA
a12279468	1900	NA
a12322684	1950	NA
a11299046	NA	1919
a12760031	2000	NA
a12227304	1950	NA
a12761357	1950	NA
a12401298	1968	NA
a12534651	1950	NA
a12426581	1950	NA
a12430821	NA	1932
a11306683	-484	NA
a12321102	NA	2000
a12423075	1971	NA
a12282649	1950	NA
a12761369	1950	NA
a12226427	NA	2023
a12760274	1970	NA
a12225575	1950	NA
a12427421	2000	NA
a11365584	NA	2025
a12347632	1950	NA
a12190536	1795	NA
a12700320	1970	NA
a12400154	1950	NA
a12702572	2000	NA
a12544838	2000	NA
a12349689	2000	NA
a12348119	1951	NA
a12351775	1952	NA
a12347036	1950	NA
a12190366	1938	NA
a12403441	2000	NA
a12708094	1997	NA
a12702304	2000	NA
a12550693	2000	NA
a12547050	1900	NA
a12342828	1974	NA
a12550450	1960	NA
a12552409	1900	NA
a12549484	-404	NA
a12705822	NA	1700
a12701464	1979	NA
a12708082	1952	NA
a12182977	100	200
a12341988	1950	NA
a12705809	1950	NA
a12549472	NA	2024
a12408074	1984	NA
a12700198	1950	NA
a1240360x	1900	NA
a12401201	1950	NA
a12344114	1910	NA
a12402539	2000	NA
a12469348	NA	2024
a12215259	NA	1943
a12380660	NA	2023
a12571982	2000	NA
a1237989x	1950	NA
a12309497	1900	NA
a11529581	NA	2005
a12315710	1950	NA
a1237832x	1950	NA
a12687029	NA	2025
a11286726	NA	2018
a12679823	1950	NA
a12382188	NA	2025
a12221016	1965	NA
a12219782	1950	NA
a12469129	1950	NA
a11331598	1595	NA
a12472529	1982	NA
a12313762	1983	NA
a12575495	1950	NA
a11331586	1679	NA
a12573073	1900	NA
a12375299	1950	NA
a11528035	1963	NA
a12568958	1950	NA
a12473881	1900	NA
a12217505	1950	NA
a12380854	NA	2025
a12472542	1950	NA
a12567619	1950	NA
a12311893	1573	NA
a12382802	NA	1986
a12576797	1430	1485
a11531605	1928	1995
a12215326	1484	NA
a12311431	1880	1954
a11528692	NA	2022
a1257191x	2000	NA
a11520966	NA	2015
a1222201x	1992	NA
a11533808	1928	2003
a12577224	1959	NA
a12576396	1525	1577
a12218431	1950	NA
a12576384	1510	NA
a12795720	1924	1995
a11570246	NA	2025
a12796803	2000	NA
a11572474	NA	2013
a12635522	NA	2025
a11564854	NA	1994
a12641194	1939	NA
a12636836	1900	NA
a11573302	1771	NA
a12803881	NA	2025
a12634402	2000	NA
a12802980	1911	NA
a12635972	2000	NA
a12636812	1850	1851
a11574574	NA	2020
a12633781	1950	NA
a12051238	1950	NA
a12778060	2000	NA
a12784473	1950	NA
a12056704	NA	2025
a12054525	1950	NA
a12061062	1950	NA
a11930676	1950	NA
a1278333x	1950	NA
a12056959	1952	NA
a12784205	1900	NA
a12054781	1950	NA
a12776920	1950	NA
a12775836	1900	NA
a12735954	1950	NA
a12723897	1900	NA
a12620920	2000	NA
a12722571	1950	NA
a12616436	1860	NA
a12724713	NA	2003
a12723630	1957	NA
a12721694	1950	NA
a12721220	2000	NA
a12725821	1950	NA
a12617787	1978	NA
a12721268	1900	NA
a12614282	1950	NA
a12722364	1948	NA
a12618639	1900	NA
a12722121	1994	NA
a12663621	1550	1620
a12773645	1950	NA
a12769113	1950	NA
a12760821	1950	NA
a12452087	1950	NA
a1245400x	1901	NA
a12753841	2000	NA
a12660541	1962	NA
a11500554	NA	2006
a11501030	1960	NA
a12450042	1950	NA
a12762398	1950	NA
a12659575	1950	NA
a12450054	1950	NA
a12452476	1956	NA
a11498171	NA	2020
a1265999x	1950	NA
a11490664	NA	2015
a12744797	1950	NA
a12658467	NA	2025
a1142722x	1913	2007
a11439233	1700	NA
a12075413	350	350
a12075656	NA	2020
a11788471	NA	2024
a12075887	NA	2024
a11791639	1945	NA
a11439294	1700	NA
a12582372	1959	NA
a12581021	2000	NA
a11429252	NA	2012
a11787594	1400	NA
a12584800	NA	2015
a12579671	1480	1552
a12583923	2016	NA
a12257709	1900	NA
a11782900	NA	2022
a11428193	1956	NA
a12580247	1544	1590
a12578137	1500	NA
a12579014	1455	1511
a11433541	1600	NA
a11435963	1800	NA
a12587096	1964	NA
a11789505	1950	NA
a12256584	1900	NA
a11433516	-500	NA
a11499679	NA	2006
a11832708	NA	2024
a12213329	1950	NA
a12494586	1948	2023
a11487057	NA	2020
a1281717x	1950	NA
a12209077	1900	NA
a12211138	1950	NA
a12609936	1948	NA
a12497873	1950	NA
a11487446	NA	2010
a11821644	1661	NA
a12742053	1950	NA
a12607526	1966	NA
a12521188	1900	NA
a12523124	2000	NA
a12823624	1950	NA
a12204043	1950	NA
a12606431	1742	NA
a12602073	1950	NA
a12743124	1950	NA
a11486107	NA	2018
a12207780	1900	NA
a12498737	NA	2024
a12747993	1958	NA
a12498506	NA	2024
a12207536	1950	NA
a11819765	NA	1944
a12824501	1950	NA
a12210936	2000	NA
a12300056	NA	2023
a12751807	2000	NA
a11463478	NA	1287
a12302478	NA	2022
a11478974	1948	NA
a12749746	2000	NA
a12104061	1950	NA
a12494161	1900	NA
a11822703	1843	1918
a12519066	1950	NA
a11464574	1468	NA
a12500847	1900	NA
a12105181	1950	NA
a12303112	1973	NA
a11828766	NA	1919
a12746046	1989	NA
a12099879	1663	NA
a12298384	NA	2024
a12519030	1933	NA
a1220688x	1950	NA
a12519273	1957	NA
a12297057	1900	NA
a12606467	1825	NA
a11464343	1766	NA
a12818008	1980	NA
a11464100	400	450
a12748201	1950	NA
a1249415x	2000	NA
a11826101	NA	2025
a11464586	1600	NA
a1228287x	1950	NA
a12663177	1900	NA
a12017991	1950	NA
a12019859	1600	NA
a12160568	NA	2025
a12271937	NA	2001
a12157156	NA	2021
a12020849	1600	NA
a12161627	1953	NA
a12025288	NA	2008
a11783461	NA	2017
a12166091	NA	2026
a12123791	1968	NA
a12119908	1958	NA
a12119751	NA	1880
a12020655	1950	1951
a11902371	NA	2021
a12501657	1950	NA
a12226208	1957	NA
a12225563	1950	NA
a12226646	1989	NA
a12233183	1900	NA
a11878940	1960	NA
a12494264	1950	NA
a11913009	NA	2022
a12492097	1900	NA
a12226658	2000	NA
a12500306	1950	NA
a11876505	NA	2020
a12328352	1973	NA
a12496467	1974	NA
a11864321	1550	1634
a12491366	1900	NA
a11192124	NA	230
a12235350	1950	NA
a12328376	1950	NA
a12501268	2000	NA
a1140372x	NA	1917
a11189149	344	NA
a11130015	NA	1944
a12549678	1900	NA
a12217773	2000	NA
a1113351x	1957	2015
a11189320	NA	2022
a12430419	1950	NA
a12431503	1950	NA
a11212809	NA	413
a12207470	1969	NA
a12707739	1961	NA
a11187748	NA	2025
a12547037	1975	NA
a12209636	1950	NA
a11192318	NA	395
a12702055	1950	NA
a11990338	1969	NA
a12427226	2000	NA
a12207688	2000	NA
a12205266	1950	NA
a11998064	NA	2021
a12549873	1950	NA
a11278419	NA	2021
a11215094	NA	2019
a11998295	1950	NA
a12705305	1524	NA
a12006361	NA	2022
a12426751	1950	NA
a12351738	1975	NA
a11375176	NA	2020
a12346123	1967	NA
a12400592	1505	NA
a12350874	1950	NA
a12345040	NA	2026
a12401638	1950	NA
a12346810	1900	NA
a12351155	1937	NA
a12399462	1995	NA
a12391128	1956	NA
a11362170	1499	NA
a12346834	1900	NA
a12350047	1913	NA
a12389274	1970	NA
a12391396	2000	NA
a12346846	1900	NA
a12755928	NA	2024
a1236504x	1950	NA
a12633537	1975	NA
a11529568	NA	2015
a12634864	NA	2025
a12574193	1950	NA
a12365075	1971	NA
a12189182	1950	NA
a12762222	1950	NA
a1237085x	NA	2020
a12568740	1978	NA
a12576359	2000	NA
a12189170	1960	NA
a12762477	1950	NA
a11524959	400	NA
a12189169	1950	NA
a12576621	1380	NA
a12302156	1950	NA
a12183891	1950	NA
a12367473	1986	NA
a12369664	NA	1985
a1229956x	NA	2022
a12366808	1900	NA
a12572020	1900	NA
a12576852	1430	1497
a11533687	NA	2025
a12573346	1900	NA
a12300342	NA	2024
a11534540	NA	2011
a1276114x	NA	2026
a11522318	NA	2013
a11534308	NA	2008
a12186946	NA	2024
a12374878	1950	NA
a1257028x	1979	NA
a12373308	1984	NA
a11523657	1	99
a11330995	1888	1941
a12371129	1900	NA
a12296922	1900	NA
a1263394x	1966	NA
a11533869	1950	NA
a12296600	1970	NA
a12180154	1900	NA
a12385062	1950	NA
a11574343	NA	2015
a11930408	1897	1982
a11930640	1950	NA
a12400373	1950	NA
a12798162	NA	2016
a11938122	NA	1981
a12370216	1950	NA
a12677851	NA	2025
a12363923	2000	NA
a11930639	1950	NA
a12369482	1926	2008
a12687601	1950	NA
a12676950	1900	2022
a12399498	1975	NA
a12403829	1978	NA
a12372857	1570	NA
a11577897	NA	2021
a1156345x	1550	NA
a12676974	1900	NA
a11575451	NA	2014
a1268238x	1950	NA
a12799567	1972	NA
a12399036	1950	NA
a12400336	2000	NA
a1148195x	NA	2016
a12749606	NA	1920
a11166836	1603	NA
a11491966	1115	NA
a12287349	1962	NA
a11464355	NA	2015
a1117089x	NA	2007
a12747592	1650	NA
a11471712	900	NA
a11471700	NA	2020
a12734925	1953	NA
a11469456	NA	2007
a12473637	1973	NA
a1260348x	1950	NA
a12475178	1956	NA
a12472906	1900	NA
a12471847	1950	NA
a11282277	NA	2020
a1203650x	2000	NA
a12469312	1986	NA
a12726734	1965	NA
a12452452	1966	NA
a12725602	1982	NA
a12443505	1927	NA
a12453791	1956	NA
a12444649	1950	NA
a12725857	1900	NA
a12081139	1980	NA
a12443323	1950	NA
a1244909x	1940	2025
a12081115	2000	NA
a1244375x	1956	NA
a12444625	1911	NA
a12725201	1900	NA
a12447900	1964	NA
a12581653	1977	NA
a12724567	1576	1640
a1208265x	NA	2022
a12083756	1950	NA
a12448370	1854	NA
a12493090	1900	NA
a12777109	1950	NA
a12659307	1965	NA
a12616229	1950	NA
a11773820	1888	NA
a1258468x	2000	NA
a12619759	1710	NA
a11792589	100	NA
a12775502	2000	NA
a12615158	1960	NA
a11963104	1950	NA
a12784527	1969	NA
a12619528	1950	NA
a1179253x	NA	2016
a12583546	1964	NA
a12774662	1946	NA
a11963116	NA	2021
a12614087	1950	NA
a12580260	1555	NA
a11435975	1700	NA
a1178717x	NA	1964
a1143353x	1850	1851
a12500902	1971	NA
a12658418	1983	NA
a12776610	NA	2012
a11431143	NA	2016
a12774674	1900	NA
a11434892	1721	NA
a12579270	2000	NA
a1249561x	1950	NA
a12616242	1804	NA
a12496960	1900	NA
a12610963	1950	NA
a11432238	NA	2020
a12493211	NA	2025
a11435501	1500	NA
a12616278	1950	NA
a11433322	-400	NA
a12619784	1500	NA
a11425702	1936	NA
a12774686	1949	NA
a12569537	2015	NA
a12618469	1950	NA
a1143577x	1800	NA
a11827415	1475	NA
a12750682	1950	NA
a11824384	NA	2018
a12098528	2000	NA
a1146348x	1100	1200
a12749047	1950	NA
a12742880	1979	NA
a11462188	1700	NA
a11464124	400	NA
a12752228	1950	NA
a12300202	1465	1536
a12745935	1978	NA
a11464136	536	NA
a12300470	1946	2016
a11465001	1600	NA
a12744670	1955	NA
a12302648	NA	1986
a12301796	1952	NA
a12733441	1900	NA
a11467654	1950	NA
a1274573x	1950	1951
a11824189	1600	1661
a1273147x	1900	NA
a12744633	1971	NA
a12108029	NA	2025
a12818471	1950	NA
a11460283	NA	2025
a12610720	1900	NA
a12819359	2000	NA
a12820581	2000	NA
a12131416	NA	2020
a11452262	200	250
a1145488x	1900	NA
a1145331x	NA	1701
a12610501	1950	NA
a12606029	1900	NA
a11452250	NA	100
a12822140	2000	NA
a12683851	1930	2014
a12610744	2000	NA
a12682524	1950	NA
a12118527	1950	NA
a12590022	1950	NA
a11452043	1514	NA
a12121654	1976	NA
a12608452	1987	NA
a1282589x	1950	NA
a11456863	1800	NA
a11453357	1600	NA
a12129380	NA	2023
a11454209	NA	1968
a11452031	1800	NA
a11452274	300	350
a12206416	1335	NA
a12281025	1956	2025
a12490489	NA	2024
a12271469	1958	NA
a12202289	1962	NA
a12209909	NA	2023
a11409277	NA	1931
a12478738	1959	NA
a12203361	1900	NA
a1220576x	1972	NA
a12271482	1984	NA
a12207718	1950	NA
a12205539	1859	NA
a12020692	NA	2022
a1248913x	1950	NA
a12195662	1950	NA
a12483023	1951	NA
a1228144x	1974	NA
a12279389	1900	NA
a12020667	1950	1951
a12272759	1950	NA
a11191958	-750	-749
a12521371	1950	NA
a12149305	2000	NA
a11875227	NA	2020
a11130696	NA	2025
a12513702	NA	2019
a12250727	1970	NA
a12519492	1972	NA
a12517057	NA	2025
a12259196	NA	2010
a1197994x	1950	NA
a12255816	2000	NA
a12518396	1950	NA
a11987339	1950	NA
a12252785	NA	2025
a12146080	NA	2024
a11911463	NA	2021
a1251858x	1950	NA
a11463715	1929	2015
a11462401	1700	NA
a11868272	NA	2017
a11474889	1946	NA
a12394452	NA	2024
a11463533	NA	1130
a12206921	1900	NA
a12394464	1900	NA
a1146379x	NA	1050
a11276691	NA	2008
a11877236	NA	1830
a11465736	1937	NA
a12204158	1900	NA
a12727817	1950	NA
a12727908	1921	2007
a12387526	1950	NA
a11375206	1950	NA
a12396217	NA	2026
a12204730	1963	NA
a11374317	NA	2014
a11465530	NA	1974
a12424377	NA	2025
a11462073	NA	1798
a12206520	1900	NA
a12396230	1980	NA
a11266892	NA	2016
a12425205	1950	NA
a12211643	1974	NA
a11470938	1165	1250
a12422186	1734	NA
a12391426	1950	NA
a12718051	1950	NA
a12391608	1944	NA
a12424122	1982	NA
a11194820	1950	NA
a12389316	1992	NA
a12204079	2000	NA
a1187479x	NA	2012
a12396084	1964	NA
a1242674x	1977	NA
a11362790	1947	NA
a11168407	NA	2020
a12430171	2000	NA
a1117514x	NA	2020
a12573097	1982	NA
a1232727x	2000	NA
a12831499	1900	NA
a11221719	900	950
a12301760	1982	NA
a12576657	1422	1459
a12329435	1900	NA
a12576414	1562	NA
a12547475	NA	2013
a11522987	NA	2023
a12006191	1950	NA
a11221987	-6463	NA
a12567954	1950	NA
a12321503	1963	NA
a12831438	1955	NA
a12576402	1554	1610
a11997126	NA	2023
a11523608	1500	NA
a11326657	1300	NA
a1257661x	1405	NA
a12300664	1910	2004
a11288115	NA	2017
a12833484	1950	NA
a11136728	NA	2014
a1254338x	1986	NA
a11998271	NA	2002
a12305522	1950	NA
a12324267	1950	2050
a11522768	NA	2025
a12320900	NA	1956
a12318826	NA	2024
a12221739	NA	2023
a11514887	NA	2015
a11306968	-600	NA
a12832844	1580	1627
a12567073	1900	NA
a11136959	NA	1944
a12569495	2000	NA
a1274587x	1900	NA
a12570230	1900	NA
a12835031	1950	NA
a12329721	1900	NA
a12304657	1950	NA
a12301772	1950	NA
a11282149	300	362
a12536672	1988	NA
a12303355	1900	NA
a12742387	1950	NA
a12295905	1900	NA
a12326203	2000	NA
a12832819	1545	NA
a12217360	NA	1982
a11512465	1966	NA
a12327311	1962	NA
a11519095	NA	2025
a11217637	200	240
a12831505	1900	NA
a11215458	NA	2016
a12700083	2000	NA
a12802347	1960	NA
a1234574x	1950	NA
a12231885	1950	NA
a12346858	1900	NA
a1239354x	1950	NA
a12392479	1900	NA
a12343596	NA	2023
a12702080	1950	NA
a12706681	1950	NA
a12393757	NA	2024
a12227134	1950	NA
a12707521	1950	NA
a12704015	1991	NA
a12233808	2000	NA
a12703163	1900	NA
a12229763	1950	NA
a1280342x	1900	NA
a12228680	1950	NA
a1239242x	2000	NA
a12698568	1950	NA
a12349008	1982	NA
a12392443	1900	NA
a12225137	NA	2013
a12395948	1963	NA
a12393769	1950	NA
a12699664	1900	NA
a12641583	NA	2025
a11576789	NA	2013
a11574124	NA	2012
a12637075	1950	NA
a12406296	2000	NA
a12407380	1950	NA
a12371580	1950	NA
a11570817	NA	2021
a11576364	1600	NA
a12363728	1973	NA
a12399449	1969	NA
a12372687	1900	NA
a11569840	1700	NA
a11569827	NA	2005
a12370265	1950	NA
a12369032	NA	2024
a12373746	1750	NA
a12372651	1900	NA
a12633914	1974	NA
a12394889	1950	NA
a11575487	1605	NA
a12621936	1984	NA
a11567880	1931	2012
a12368167	NA	1988
a11566553	1525	NA
a12395973	1936	NA
a1156457x	NA	2013
a12369251	2000	NA
a1264285x	1900	NA
a11564386	1900	NA
a11938109	1961	NA
a11928748	1950	NA
a11938547	1966	NA
a12056686	1950	NA
a12676913	1977	NA
a12172583	1971	NA
a12175614	1980	NA
a12077069	2000	NA
a12726564	1986	NA
a12173435	2000	NA
a12678090	1950	NA
a12059729	1919	2007
a12170379	NA	2023
a12682378	1950	NA
a12084827	1955	NA
a1205995x	1989	NA
a12723034	NA	2025
a12058415	2000	NA
a12683693	NA	2011
a12054070	NA	2023
a12678065	1950	NA
a12172376	1959	NA
a12683644	1950	NA
a12061839	2000	NA
a12175651	1939	NA
a12058440	NA	2021
a12678296	1958	NA
a12682305	1987	NA
a12174774	1950	NA
a12061852	NA	2025
a12451782	1948	NA
a11468531	1908	2002
a12733027	2000	NA
a1273410x	1968	NA
a11955934	1957	NA
a1147855x	NA	2014
a12740809	2000	NA
a11469869	1901	1966
a12731080	1962	NA
a12738724	1900	NA
a12450431	NA	2022
a12734093	1969	NA
a11477258	NA	2016
a1273603x	1950	NA
a12448126	1926	NA
a12731869	1936	NA
a12738244	1986	NA
a12450248	1950	NA
a12447080	1953	NA
a12741425	1900	NA
a12444819	2000	NA
a11465049	NA	2020
a12739145	1975	NA
a12447092	1950	NA
a1146527x	1935	2017
a1245395x	2000	NA
a11477052	NA	2021
a12449489	NA	1990
a12731444	1900	NA
a12472943	1900	NA
a12618238	1900	NA
a12774698	2000	NA
a1183349x	1942	NA
a12776646	2000	NA
a12475798	1950	NA
a12621419	1980	NA
a12782774	1185	NA
a12466608	1950	NA
a12776890	NA	1963
a12616072	2000	NA
a11836994	NA	2022
a11825455	1500	NA
a12620580	1950	NA
a12469920	1900	NA
a12781897	1950	NA
a12477540	1950	NA
a1258986x	1991	NA
a11425763	1935	2024
a11436657	1700	NA
a12609328	1900	NA
a12567760	1950	NA
a12568843	1624	NA
a11435574	1800	NA
a12118539	1950	NA
a11435331	1700	NA
a12567516	1950	NA
a12609572	NA	1948
a11435781	1600	NA
a11434211	1800	NA
a12576268	1978	NA
a11239438	NA	2022
a11436876	1600	NA
a11434028	1700	NA
a11249018	1405	496
a12571064	1938	NA
a11439725	550	651
a11427747	1940	NA
a11438642	1674	NA
a12571076	1950	NA
a11434004	NA	1850
a12608282	1950	NA
a11454210	1700	NA
a12495657	1950	NA
a12251239	1950	NA
a12154519	1932	NA
a11456656	1608	NA
a12676421	1950	NA
a12496984	2000	NA
a12155615	1958	NA
a12658844	2000	NA
a11453151	1700	NA
a12492383	1934	NA
a11469766	NA	2024
a11987790	1950	NA
a11455330	1800	NA
a12660930	NA	2025
a11986220	1560	NA
a12252335	1959	NA
a12496704	1807	1851
a11456887	1800	NA
a12659952	NA	2024
a11462954	1754	NA
a11454465	1700	NA
a11456401	1600	NA
a12295954	NA	1927
a11454222	1750	1751
a12657529	1989	NA
a11452286	NA	1622
a12674400	1900	NA
a1145202x	329	390
a11986293	NA	1945
a12674412	1585	NA
a11463843	1150	1220
a11462310	1496	NA
a12656409	1950	NA
a1146916x	NA	1997
a12655557	1942	2022
a12146705	NA	2024
a12657505	1950	NA
a12249129	1962	NA
a1249849x	2000	NA
a12491408	1950	NA
a11464318	1800	NA
a11454489	1500	NA
a12664042	1969	NA
a12656872	NA	1989
a12497198	1900	NA
a11460933	1800	NA
a11454490	-95	NA
a12301802	1950	NA
a11987364	1950	NA
a1145510x	1800	NA
a12669222	1950	NA
a11462139	1500	NA
a11171601	NA	2022
a11459967	1700	NA
a1250029x	1900	NA
a12708379	2000	NA
a11458884	1948	NA
a12243322	NA	1951
a12155627	1958	NA
a12655302	1964	NA
a11460945	1727	NA
a12490349	1900	NA
a12247911	1955	NA
a12667493	1600	NA
a12150174	1988	NA
a12206015	1129	NA
a12218248	NA	1906
a1220383x	1962	NA
a12282339	360	350
a11405776	NA	2018
a1202241x	1950	NA
a12487168	1906	1991
a12133620	NA	2021
a11265516	250	320
a12521528	2000	NA
a12120996	2000	NA
a12423865	2000	NA
a12202368	1950	NA
a12275438	1976	NA
a11277555	NA	2023
a12274100	2003	NA
a11143058	-445	NA
a12487302	2000	NA
a12485135	2000	NA
a12428085	1945	NA
a11136741	1536	NA
a12206830	1952	NA
a12424948	1950	NA
a12202216	1976	NA
a12483187	2000	NA
a12023760	1950	NA
a1227348x	1900	NA
a12275682	1970	NA
a12277861	1950	NA
a11874648	NA	2023
a12125829	1976	NA
a12488422	1950	NA
a12479986	1900	NA
a12486036	1963	NA
a12202423	1950	NA
a12483102	1922	NA
a12273430	1960	NA
a12271251	NA	2022
a1251407x	1950	NA
a12207512	2000	NA
a12209934	1551	NA
a11396568	NA	1611
a12204018	NA	2022
a1227365x	1500	1561
a12208887	2000	NA
a12484222	NA	1940
a12423440	NA	2024
a12423683	1900	NA
a12823661	1970	NA
a12326215	2000	NA
a12425849	2000	NA
a12395602	NA	1900
a12392339	1950	NA
a11373453	1935	2013
a12388440	1900	NA
a12327542	1962	NA
a11363411	NA	2021
a12328649	1950	NA
a12823491	1900	NA
a12431291	1950	NA
a12822103	1965	NA
a11191570	1431	NA
a12819165	1950	NA
a1232730x	2002	NA
a12418225	2000	NA
a12393897	1808	NA
a12327104	1957	NA
a11363885	NA	1945
a11372345	NA	1928
a12319946	1900	NA
a12418213	2000	NA
a12821275	2000	NA
a12327578	1950	NA
a12391086	NA	1956
a12391293	1900	NA
a12822358	1976	NA
a12826571	NA	2018
a12397477	1962	NA
a12418687	2000	NA
a12393071	1950	NA
a12818720	1557	1619
a11186331	NA	-85
a11373659	1942	2006
a12818707	1961	NA
a11340605	1255	NA
a12386340	1960	NA
a12409790	NA	2025
a12817867	1553	NA
a11865507	NA	2025
a12419758	1950	NA
a11348574	431	487
a1241864x	1900	NA
a11339615	1010	NA
a12324668	1900	NA
a12747622	1950	NA
a11512015	1919	2004
a12542039	1950	NA
a12195686	NA	2023
a12539934	1945	NA
a1274346x	1900	NA
a12707557	1975	NA
a12831347	1995	NA
a12699421	1950	NA
a12196563	2000	NA
a11517931	NA	2021
a12836655	1900	NA
a12744360	NA	2020
a12535783	1950	NA
a12833344	2000	NA
a12534201	1950	NA
a12705196	9999	NA
a12751911	1964	NA
a12199850	1975	NA
a12743069	1950	NA
a12196332	1970	NA
a12833381	2000	NA
a12534870	1950	NA
a12708458	1900	NA
a12824033	1950	NA
a12195005	1988	NA
a11519071	1533	NA
a12825396	1982	NA
